steamId,name,genres,release_date,languages
271590,Grand Theft Auto V,"['Action', 'Adventure']",04-13-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese', 'Simplified Chinese', 'Spanish - Latin America']"
359550,Tom Clancy's Rainbow Six Siege,['Action'],12-01-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Simplified Chinese', 'Turkish', 'Thai']"
49520,Borderlands 2,"['Action', 'RPG']",09-17-2012,"['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain', 'Korean', 'Traditional Chinese']"
381210,Dead by Daylight,['Action'],06-14-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Thai', 'Traditional Chinese', 'Japanese', 'Korean', 'Polish', 'Dutch', 'Spanish - Latin America', 'Swedish', 'Turkish']"
44350,GRID 2,"['Racing', 'Sports']",05-27-2013,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil']"
292030,The Witcher 3: Wild Hunt,['RPG'],05-18-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Turkish', 'Simplified Chinese']"
227300,Euro Truck Simulator 2,"['Indie', 'Simulation']",10-12-2012,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Portuguese', 'Polish', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Swedish', 'Hungarian', 'Czech', 'Romanian', 'Turkish', 'Portuguese - Brazil', 'Bulgarian', 'Greek', 'Ukrainian']"
203160,Tomb Raider,"['Action', 'Adventure']",03-04-2013,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Traditional Chinese', 'Russian', 'Polish', 'Dutch', 'Czech', 'Portuguese - Brazil', 'Arabic']"
278360,A Story About My Uncle,"['Adventure', 'Casual', 'Indie']",05-28-2014,"['English', 'French', 'Italian', 'German', 'Polish']"
582660,Black Desert Online,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",05-24-2017,"['English', 'French', 'German', 'Spanish - Spain']"
582010,MONSTER HUNTER: WORLD,['Action'],08-09-2018,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Portuguese - Brazil', 'Polish', 'Traditional Chinese', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese']"
221380,Age of Empires II (2013),['Strategy'],04-09-2013,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Dutch', 'Portuguese - Brazil']"
239140,Dying Light,"['Action', 'RPG']",01-26-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese', 'Thai', 'Traditional Chinese', 'Turkish']"
285800,Braveland,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",03-17-2014,"['English', 'Russian', 'French', 'German', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Spain', 'Italian']"
863550,HITMAN 2,['Action'],11-13-2018,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']"
377160,Fallout 4,['RPG'],11-10-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese']"
319630,Life is Strange - Episode 1,"['Action', 'Adventure']",01-29-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']"
204360,Castle Crashers,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",09-26-2012,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Portuguese', 'Russian']"
289070,Sid Meier’s Civilization VI,['Strategy'],10-20-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
252130,Divide By Sheep,"['Adventure', 'Casual', 'Indie']",07-02-2015,['English']
601150,Devil May Cry 5,['Action'],03-07-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']"
8870,BioShock Infinite,['Action'],03-26-2013,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Korean', 'Traditional Chinese']"
304390,FOR HONOR,['Action'],02-13-2017,"['English', 'Arabic', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Czech']"
206420,Saints Row IV,"['Action', 'Adventure']",08-19-2013,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese']"
374320,DARK SOULS III,['Action'],04-11-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']"
200710,Torchlight II,"['Action', 'Adventure', 'Indie', 'RPG']",09-20-2012,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Polish', 'Russian']"
629760,MORDHAU,"['Action', 'Indie']",04-29-2019,"['English', 'German', 'Spanish - Spain', 'Simplified Chinese', 'French', 'Italian', 'Portuguese', 'Russian', 'Korean', 'Traditional Chinese']"
1089350,NBA 2K20,"['Simulation', 'Sports']",09-06-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']"
883710,Resident Evil 2,['Action'],01-24-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil']"
391220,Rise of the Tomb Raider,"['Action', 'Adventure']",01-28-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Arabic']"
814380,Sekiro: Shadows Die Twice,"['Action', 'Adventure']",03-21-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Thai', 'Traditional Chinese', 'Portuguese - Brazil']"
220240,Far Cry 3,"['Action', 'Adventure']",12-04-2012,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Portuguese', 'Polish', 'Danish', 'Dutch', 'Norwegian', 'Swedish', 'Czech', 'Russian', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']"
379720,DOOM,['Action'],05-12-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese']"
365590,Tom Clancy’s The Division,"['Action', 'Adventure', 'RPG']",03-07-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Finnish', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Swedish', 'Traditional Chinese', 'Danish', 'Simplified Chinese', 'Russian']"
202970,Call of Duty: Black Ops II,['Action'],11-13-2012,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']"
391540,Undertale,"['Indie', 'RPG']",09-15-2015,"['English', 'Japanese']"
200260,Batman: Arkham City - Game of the Year Edition,"['Action', 'Adventure']",09-07-2012,"['English', 'French', 'German', 'Italian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']"
231430,Company of Heroes 2,['Strategy'],06-25-2013,"['English', 'Czech', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']"
395170,DISTRAINT: Deluxe Edition,"['Adventure', 'Casual', 'Indie']",10-21-2015,"['English', 'Italian', 'German', 'French', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'Simplified Chinese', 'Polish', 'Turkish', 'Korean']"
205100,Dishonored,"['Action', 'Adventure']",10-11-2012,"['English', 'German', 'French', 'Italian', 'Spanish - Spain']"
674940,Stick Fight: The Game,"['Action', 'Casual', 'Indie']",09-28-2017,['English']
200510,XCOM: Enemy Unknown,['Strategy'],10-08-2012,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Traditional Chinese']"
261640,Borderlands: The Pre-Sequel,"['Action', 'RPG']",10-13-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Korean']"
203140,Hitman: Absolution,['Action'],11-19-2012,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Turkish']"
1172380,STAR WARS Jedi: Fallen Order,"['Action', 'Adventure']",11-15-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']"
207610,The Walking Dead,['Adventure'],04-24-2012,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']"
1100600,Football Manager 2020,"['Simulation', 'Sports']",11-19-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Dutch', 'Greek', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish']"
214950,Total War: ROME II - Emperor Edition,['Strategy'],09-03-2013,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Polish', 'Czech', 'Turkish']"
268500,XCOM 2,['Strategy'],02-04-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
279720,The I of the Dragon,['RPG'],03-06-2015,"['English', 'German', 'Hungarian', 'Czech']"
976730,Halo: The Master Chief Collection,['Action'],12-03-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']"
225540,Just Cause 3,"['Action', 'Adventure']",11-30-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Spanish - Latin America']"
286690,Metro 2033 Redux,['Action'],08-28-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Polish', 'Russian', 'Ukrainian']"
282440,Quake Live,['Action'],09-17-2014,['English']
105450,Age of Empires III: Complete Collection,"['Simulation', 'Strategy']",01-05-2012,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']"
287390,Metro: Last Light Redux,['Action'],08-27-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Polish', 'Russian', 'Ukrainian']"
250900,The Binding of Isaac: Rebirth,['Action'],11-04-2014,['English']
201790,Orcs Must Die! 2,"['Action', 'Indie', 'Strategy']",07-30-2012,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil']"
1174180,Red Dead Redemption 2,"['Action', 'Adventure']",12-05-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']"
475150,Titan Quest Anniversary Edition,"['Action', 'RPG']",08-31-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian', 'Japanese', 'Korean', 'Simplified Chinese', 'Ukrainian', 'Portuguese - Brazil']"
213670,South Park: The Stick of Truth,"['Action', 'Adventure', 'RPG']",03-03-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']"
219150,Hotline Miami,"['Action', 'Indie']",10-23-2012,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Polish']"
65930,The Bureau: XCOM Declassified,['Action'],08-19-2013,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian']"
210770,Sanctum 2,"['Action', 'Indie', 'Strategy']",05-15-2013,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian']"
239030,"Papers, Please","['Adventure', 'Indie']",08-08-2013,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Italian', 'Japanese', 'Polish']"
204880,Sins of a Solar Empire: Rebellion,"['Action', 'Indie', 'Simulation', 'Strategy']",06-12-2012,"['English', 'Japanese', 'Simplified Chinese', 'French', 'Italian', 'German', 'Polish', 'Russian']"
275390,Guacamelee! Super Turbo Championship Edition,"['Action', 'Adventure', 'Indie']",08-21-2014,"['English', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Spanish - Latin America']"
208650,Batman: Arkham Knight,"['Action', 'Adventure']",06-23-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Polish', 'Russian']"
209000,Batman: Arkham Origins,"['Action', 'Adventure']",10-25-2013,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Russian', 'Polish', 'Portuguese - Brazil']"
108710,Alan Wake,"['Action', 'Adventure']",02-16-2012,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Traditional Chinese', 'Spanish - Latin America']"
812140,Assassin's Creed Odyssey,"['Action', 'Adventure', 'RPG']",10-05-2018,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
208580,STAR WARS Knights of the Old Republic II - The Sith Lords,['RPG'],08-23-2012,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']"
335300,DARK SOULS II: Scholar of the First Sin,"['Action', 'RPG']",04-01-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Traditional Chinese']"
39210,FINAL FANTASY XIV Online,"['Massively Multiplayer', 'RPG']",02-18-2014,"['English', 'French', 'German', 'Japanese']"
364360,Total War: WARHAMMER,"['Action', 'Strategy']",05-24-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Turkish', 'Czech', 'Simplified Chinese', 'Traditional Chinese']"
311210,Call of Duty: Black Ops III,"['Action', 'Adventure']",11-05-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']"
552520,Far Cry 5,"['Action', 'Adventure']",03-26-2018,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
439190,Stories: The Path of Destinies,"['Action', 'Adventure', 'Indie', 'RPG']",04-12-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian']"
50300,Spec Ops: The Line,"['Action', 'Adventure']",06-29-2012,"['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain']"
275850,No Man's Sky,"['Action', 'Adventure']",08-12-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
582160,Assassin's Creed Origins,"['Action', 'Adventure', 'RPG']",10-26-2017,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
307690,Sleeping Dogs: Definitive Edition,"['Action', 'Adventure', 'Racing']",10-14-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian']"
242050,Assassin’s Creed IV Black Flag,"['Action', 'Adventure']",11-19-2013,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Swedish', 'Simplified Chinese']"
388410,Darksiders II Deathinitive Edition,"['Action', 'Adventure', 'RPG']",11-05-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Polish', 'Russian']"
359320,Elite Dangerous,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",04-02-2015,"['English', 'French', 'German', 'Russian', 'Spanish - Spain', 'Portuguese - Brazil']"
409710,BioShock Remastered,"['Action', 'RPG']",09-15-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']"
204100,Max Payne 3,['Action'],05-31-2012,"['English', 'French', 'German', 'Italian', 'Russian', 'Spanish - Spain', 'Polish', 'Japanese', 'Korean', 'Portuguese - Brazil']"
67370,The Darkness II,['Action'],02-09-2012,"['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain', 'Russian']"
325610,Total War: ATTILA,['Strategy'],02-17-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian', 'Turkish']"
303390,Dead Bits,"['Action', 'Casual', 'Indie']",06-07-2014,['English']
314160,Microsoft Flight Simulator X: Steam Edition,['Simulation'],12-18-2014,['English']
322170,Geometry Dash,"['Action', 'Indie']",12-22-2014,['English']
253980,Enclave,['RPG'],10-04-2013,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']"
813780,Age of Empires II: Definitive Edition,['Strategy'],11-14-2019,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Vietnamese', 'Spanish - Spain']"
307780,Mortal Kombat X,['Action'],04-13-2015,"['English', 'French', 'Italian', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'German']"
782330,DOOM Eternal,['Action'],03-19-2020,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Polish', 'Russian']"
238090,Sniper Elite 3,"['Action', 'Adventure']",06-27-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Czech', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']"
911400,Assassin's Creed III Remastered,"['Action', 'Adventure']",03-29-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
221040,Resident Evil 6,"['Action', 'Adventure']",03-21-2013,"['English', 'French', 'German', 'Italian', 'Polish', 'Portuguese - Brazil', 'Spanish - Spain', 'Russian']"
270550,Yet Another Zombie Defense,"['Action', 'Casual', 'Indie', 'Strategy']",03-28-2014,['English']
612880,Wolfenstein II: The New Colossus,['Action'],10-26-2017,"['English', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese']"
238010,Deus Ex: Human Revolution - Director's Cut,"['Action', 'RPG']",10-25-2013,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']"
462780,Darksiders Warmastered Edition,"['Action', 'Adventure', 'RPG']",11-29-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Czech', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese']"
214490,Alien: Isolation,['Action'],10-06-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian', 'Portuguese - Brazil']"
212680,FTL: Faster Than Light,"['Indie', 'Simulation', 'Strategy']",09-14-2012,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese']"
389730,TEKKEN 7,"['Action', 'Sports']",06-01-2017,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese']"
368230,Kingdom: Classic,"['Indie', 'Simulation', 'Strategy']",10-21-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Finnish', 'Norwegian', 'Portuguese - Brazil', 'Swedish']"
208140,Endless Space - Collection,['Strategy'],07-04-2012,"['English', 'French', 'German', 'Polish', 'Italian', 'Russian', 'Spanish - Spain']"
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,"['Action', 'Adventure']",08-31-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian']"
239200,Amnesia: A Machine for Pigs,"['Action', 'Adventure', 'Indie']",09-10-2013,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Polish', 'Portuguese - Brazil', 'Russian']"
403640,Dishonored 2,['Action'],11-11-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Japanese']"
209670,Cortex Command,"['Action', 'Indie', 'Strategy']",09-28-2012,['English']
460930,Tom Clancy's Ghost Recon Wildlands,"['Action', 'Adventure']",03-06-2017,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Japanese', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian', 'Czech']"
447040,Watch_Dogs 2,"['Action', 'Adventure']",11-28-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
239160,Thief,"['Action', 'Adventure']",02-27-2014,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Czech']"
581320,Insurgency: Sandstorm,['Action'],12-12-2018,"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Russian', 'Spanish - Latin America', 'Spanish - Spain', 'Traditional Chinese', 'Korean', 'Danish', 'Finnish', 'Hungarian', 'Japanese', 'Norwegian', 'Dutch', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Swedish', 'Czech', 'Thai', 'Turkish']"
893520,Creative Destruction,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']",08-02-2018,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Traditional Chinese', 'Korean', 'Portuguese - Brazil', 'Arabic']"
274170,Hotline Miami 2: Wrong Number,"['Action', 'Indie']",03-10-2015,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']"
248820,Risk of Rain,"['Action', 'Indie', 'RPG']",11-08-2013,['English']
310950,Street Fighter V,['Action'],02-15-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']"
218680,Scribblenauts Unlimited,"['Adventure', 'Casual', 'Strategy']",11-19-2012,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil']"
337000,Deus Ex: Mankind Divided,"['Action', 'RPG']",08-23-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']"
239820,Game Dev Tycoon,"['Casual', 'Indie', 'Simulation', 'Strategy']",08-29-2013,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Greek', 'Hungarian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Turkish', 'Ukrainian']"
205950,Jet Set Radio,['Action'],09-19-2012,"['English', 'German', 'French', 'Spanish - Spain']"
617290,Remnant: From the Ashes,"['Action', 'Adventure', 'RPG']",08-19-2019,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Traditional Chinese']"
65980,Sid Meier's Civilization: Beyond Earth,['Strategy'],10-24-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Traditional Chinese']"
511470,Glass Masquerade,"['Casual', 'Indie']",11-18-2016,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Polish']"
269210,Hero Siege,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",01-29-2014,"['English', 'Finnish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'German']"
237930,Transistor,"['Action', 'Indie', 'RPG']",05-20-2014,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Japanese', 'Simplified Chinese']"
238370,Magicka 2,"['Action', 'Adventure']",05-26-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']"
261570,Ori and the Blind Forest,['Action'],03-10-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']"
202750,Alan Wake's American Nightmare,"['Action', 'Adventure']",05-22-2012,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Czech', 'Hungarian', 'Polish', 'Russian']"
648350,Jurassic World Evolution,"['Simulation', 'Strategy']",06-11-2018,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Korean', 'Spanish - Latin America']"
546560,Half-Life: Alyx,"['Action', 'Adventure']",03-23-2020,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Italian', 'Czech', 'Hungarian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Ukrainian', 'Vietnamese']"
291650,Pillars of Eternity,['RPG'],03-26-2015,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Polish']"
